,im,label
15130,[0.42515571],0
15131,[0.30378146],0
15132,[0.36683706],0
15133,[0.31349614],0
15134,[0.4111881],0
15135,[0.48164676],0
15136,[0.40179475],0
15137,[0.43509249],0
15138,[0.43408571],0
15139,[0.37194357],0
15140,[0.43352566],0
15141,[0.41054003],0
15142,[0.33530377],0
15143,[0.44861905],0
15144,[0.42177264],0
15145,[0.42117105],0
15146,[0.38441879],0
15147,[0.86878485],0
15148,[0.44068994],0
15149,[0.19474871],0
15150,[1.01862638],0
15151,[0.82028747],0
15152,[0.53219904],0
15153,[0.4938367],0
15154,[0.4787639],0
15155,[0.99354483],0
15156,[0.79055057],0
15157,[0.48317579],0
15158,[0.40425891],0
15159,[1.02698987],0
15160,[0.53649425],0
15161,[0.87097129],0
15162,[1.12428232],0
15163,[0.49150689],0
15164,[0.4871784],0
15165,[0.70404226],0
15166,[0.39022129],0
15167,[1.03132252],0
15168,[0.62795983],0
15169,[0.49705829],0
15170,[0.44348532],0
15171,[0.4922931],0
15172,[0.48727345],0
15173,[0.34950854],0
15174,[0.96372515],0
15175,[0.40750421],0
15176,[0.41109174],0
15177,[1.36041176],0
15178,[0.26435035],0
15179,[0.41270718],0
15180,[0.43841845],0
15181,[0.41130061],0
15182,[0.38036948],0
15183,[0.69201653],0
15184,[0.78640006],0
15185,[0.44746878],0
15186,[0.42289554],0
15187,[0.51153965],0
15188,[0.4714597],0
15189,[0.35732213],0
15190,[0.32711684],0
15191,[0.43986074],0
15192,[0.26882847],0
15193,[0.28716972],0
15194,[0.30782301],0
15195,[0.38014197],0
15196,[0.59474342],0
15197,[0.70852155],0
15198,[0.50587841],0
15199,[1.04325024],0
15200,[0.30571994],0
15201,[0.42540628],0
15202,[0.34949412],0
15203,[0.37257633],0
15204,[0.26645543],0
15205,[0.43390158],0
15206,[0.41357218],0
15207,[0.30638949],0
15208,[0.47028575],0
15209,[0.38680637],0
15210,[0.36056337],0
15211,[0.26340818],0
15212,[0.29770616],0
15213,[0.37312005],0
15214,[0.4005377],0
15215,[0.4135925],0
15216,[0.37617704],0
15217,[0.22711543],0
15218,[0.2809792],0
15219,[0.60737355],0
15220,[0.7772931],0
15221,[0.23356554],0
15222,[0.32840207],0
15223,[0.44160328],0
15224,[0.42175843],0
15225,[0.39588508],0
15226,[0.44213078],0
15227,[0.32712096],0
15228,[0.28325848],0
15229,[0.43593411],0
15230,[0.34906055],0
15231,[0.40768585],0
15232,[0.23661078],0
15233,[0.27830225],0
15234,[0.38902304],0
15235,[0.38737335],0
15236,[0.42035602],0
15237,[0.4052429],0
15238,[0.36564989],0
15239,[0.4002249],0
15240,[0.22861232],0
15241,[0.28854729],0
15242,[0.27526261],0
15243,[0.35059776],0
15244,[0.99384883],0
15245,[0.33122677],0
15246,[0.22536485],0
15247,[0.37391367],0
15248,[0.39460038],0
15249,[0.34463954],0
15250,[0.18542779],0
15251,[0.23512689],0
15252,[0.16888549],0
15253,[0.26479402],0
15254,[0.33244478],0
15255,[0.26080628],0
15256,[0.20054319],0
15257,[0.34389459],0
15258,[0.26714495],0
15259,[0.24584483],0
15260,[0.31941128],0
15261,[0.33783601],0
15262,[0.19235663],0
15263,[0.30698018],0
15264,[0.28175],0
15265,[0.32785222],0
15266,[0.44742621],0
15267,[0.38003723],0
15268,[0.35788974],0
15269,[0.35596987],0
15270,[0.48827988],0
15271,[0.2846009],0
15272,[0.42160567],0
15273,[0.3169682],0
15274,[0.38024019],0
15275,[0.41236429],0
15276,[0.390323],0
15277,[0.38373903],0
15278,[0.41832002],0
15279,[0.46583395],0
15280,[0.44237984],0
15281,[0.43967633],0
15282,[0.45902788],0
15283,[0.41241432],0
15284,[0.4426728],0
15285,[0.39099473],0
15286,[0.35514062],0
15287,[0.48106449],0
15288,[0.38205341],0
15289,[0.35724405],0
15290,[0.39065649],0
15291,[0.48570973],0
15292,[0.35882183],0
15293,[0.40761182],0
15294,[0.72667526],0
15295,[0.26935654],0
15296,[0.40705229],0
15297,[0.37073288],0
15298,[0.4546769],0
15299,[0.43867252],0
15300,[0.31763039],0
15301,[0.42005733],0
15302,[0.431912],0
15303,[0.37125411],0
15304,[0.38790175],0
15305,[0.42288001],0
15306,[0.6430308],0
15307,[0.4064496],0
15308,[0.4289727],0
15309,[0.41250438],0
15310,[0.39627615],0
15311,[0.39116264],0
15312,[0.35727192],0
15313,[0.43125478],0
15314,[0.35744385],0
15315,[0.42636497],0
15316,[0.41830847],0
15317,[0.35061836],0
15318,[0.42094222],0
15319,[0.43029035],0
15320,[0.36100763],0
15321,[0.45591527],0
15322,[0.45043957],0
15323,[0.39884881],0
15324,[0.40160161],0
15325,[0.88166112],0
15326,[0.59921851],0
15327,[0.39029279],0
15328,[0.44200329],0
15329,[0.4794574],0
15330,[0.47369083],0
15331,[0.43065733],0
15332,[0.36718912],0
15333,[0.50731241],0
15334,[0.52814564],0
15335,[0.84674121],0
15336,[0.43680906],0
15337,[0.47298779],0
15338,[0.45382959],0
15339,[0.3654926],0
15340,[0.46049327],0
15341,[0.4573628],0
15342,[0.49823105],0
15343,[0.60080539],0
15344,[0.46698968],0
15345,[0.45048263],0
15346,[0.34320946],0
15347,[0.36347378],0
15348,[0.83351165],0
15349,[0.4170139],0
15350,[0.43313682],0
15351,[0.92050151],0
15352,[0.63123728],0
15353,[0.54815201],0
15354,[0.47667438],0
15355,[0.38395962],0
15356,[0.28165202],0
15357,[0.44335134],0
15358,[0.42840523],0
15359,[0.86794268],0
15360,[0.39806435],0
15361,[0.40576704],0
15362,[0.44915232],0
15363,[0.80065231],0
15364,[0.18949249],0
15365,[0.46894596],0
15366,[0.29611818],0
15367,[0.49621394],0
15368,[0.31552712],0
15369,[0.47893114],0
15370,[0.5808794],0
15371,[0.40993719],0
15372,[0.49983927],0
15373,[0.39986486],0
15374,[0.35828521],0
15375,[0.42997871],0
15376,[0.28634638],0
15377,[0.34643552],0
15378,[0.38487166],0
15379,[0.37380884],0
15380,[0.35260436],0
15381,[0.24197339],0
15382,[0.67961984],0
15383,[0.54700265],0
15384,[0.43803514],0
15385,[0.49581244],0
15386,[0.39612797],0
15387,[0.36925975],0
15388,[0.4207682],0
15389,[0.47742588],0
15390,[0.21941421],0
15391,[0.34861664],0
15392,[0.30482805],0
15393,[0.42402667],0
15394,[0.67401624],0
15395,[0.48008508],0
15396,[0.4164894],0
15397,[0.35121099],0
15398,[0.47390218],0
15399,[0.2420058],0
15400,[0.40944085],0
15401,[0.34175398],0
15402,[0.3830883],0
15403,[0.36599588],0
15404,[0.4284073],0
15405,[0.4104563],0
15406,[0.83385497],0
15407,[0.41468927],0
15408,[0.44126702],0
15409,[0.39528151],0
15410,[0.35006649],0
15411,[0.40999928],0
15412,[0.41035247],0
15413,[1.04112361],0
15414,[0.74278569],0
15415,[0.36908777],0
15416,[0.29873335],0
15417,[0.4558073],0
15418,[0.47551455],0
15419,[0.23047456],0
15420,[0.37200998],0
15421,[0.47375805],0
15422,[0.44922733],0
15423,[0.43209679],0
15424,[0.42422781],0
15425,[0.4593535],0
15426,[0.36073211],0
15427,[0.5341931],0
15428,[0.38397048],0
15429,[0.46070479],0
15430,[0.38927889],0
15431,[0.28784881],0
15432,[0.31583471],0
15433,[0.46420135],0
15434,[0.38915889],0
15435,[0.41044034],0
15436,[0.39502658],0
15437,[0.39837089],0
15438,[0.3682699],0
15439,[0.22158628],0
15440,[0.29132861],0
15441,[0.43411407],0
15442,[0.43741664],0
15443,[0.41308527],0
15444,[0.29608778],0
15445,[0.46248961],0
15446,[0.46239607],0
15447,[0.35503239],0
15448,[0.21849266],0
15449,[0.22615141],0
15450,[0.2415875],0
15451,[0.27182877],0
15452,[0.28187119],0
15453,[0.27131924],0
15454,[0.18861054],0
15455,[0.48124415],0
15456,[0.21825575],0
15457,[0.26603369],0
15458,[0.3117944],0
15459,[0.34704491],0
15460,[0.11299851],0
15461,[0.38447592],0
15462,[0.28341207],0
15463,[0.38306329],0
15464,[0.41200921],0
15465,[0.27866224],0
15466,[0.33658135],0
15467,[0.37258568],0
15468,[0.37921211],0
15469,[0.34093809],0
15470,[0.49623425],0
15471,[0.41003948],0
15472,[0.48609957],0
15473,[0.42429788],0
15474,[0.3500949],0
15475,[0.48133128],0
15476,[0.47487106],0
15477,[0.75319964],0
15478,[0.46049577],0
15479,[0.4741502],0
15480,[0.4833085],0
15481,[0.39883782],0
15482,[0.38125357],0
15483,[0.50597486],0
15484,[0.44297599],0
15485,[0.45865392],0
15486,[0.42248878],0
15487,[0.35006467],0
15488,[0.40954051],0
15489,[0.44302328],0
15490,[0.68409045],0
15491,[0.93510461],0
15492,[0.43264189],0
15493,[0.3031267],0
15494,[0.31448553],0
15495,[0.40431353],0
15496,[0.3575965],0
15497,[0.24955062],0
15498,[0.4376046],0
15499,[0.4675663],0
15500,[0.83430672],0
15501,[0.78240485],0
15502,[0.42918795],0
15503,[0.57083694],0
15504,[0.5677945],0
15505,[0.46741861],0
15506,[0.36700372],0
15507,[0.39749859],0
15508,[0.46757735],0
15509,[0.46295614],0
15510,[0.49551841],0
15511,[0.49406586],0
15512,[0.46353029],0
15513,[0.34973931],0
15514,[0.45104042],0
15515,[0.38626732],0
15516,[0.48580688],0
15517,[0.38680723],0
15518,[0.61883212],0
15519,[0.73117105],0
15520,[0.37977155],0
15521,[0.35516796],0
15522,[0.43354178],0
15523,[0.45390853],0
15524,[0.59597528],0
15525,[0.40824343],0
15526,[0.46331702],0
15527,[0.45676506],0
15528,[0.46086458],0
15529,[0.48748176],0
15530,[0.41559145],0
15531,[0.42469157],0
15532,[0.60127173],0
15533,[0.39446646],0
15534,[0.39781651],0
15535,[0.55792808],0
15536,[0.4721802],0
15537,[0.40870607],0
15538,[0.38653292],0
15539,[0.7288089],0
15540,[0.45924702],0
15541,[0.46415998],0
15542,[0.46986272],0
15543,[0.30945911],0
15544,[0.55679949],0
15545,[0.34563033],0
15546,[0.26824187],0
15547,[0.24143563],0
15548,[0.3808149],0
15549,[0.25505893],0
15550,[0.23948442],0
15551,[0.25655731],0
15552,[0.23452611],0
15553,[0.1910671],0
15554,[0.32191374],0
15555,[0.3157541],0
15556,[0.23495222],0
15557,[0.31152731],0
15558,[0.3458604],0
15559,[0.27698386],0
15560,[0.37514528],0
15561,[0.23729193],0
15562,[0.39401705],0
15563,[0.42461147],0
15564,[0.38679944],0
15565,[0.45906566],0
15566,[0.50852766],0
15567,[0.47068661],0
15568,[0.40067544],0
15569,[0.41728744],0
15570,[0.36698109],0
15571,[0.41277876],0
15572,[0.5275285],0
15573,[0.37701091],0
15574,[0.37843531],0
15575,[0.4669433],0
15576,[0.4930259],0
15577,[0.47799446],0
15578,[0.46645949],0
15579,[0.30339706],0
15580,[0.40726071],0
15581,[0.43949576],0
15582,[0.42557745],0
15583,[0.38818164],0
15584,[0.72680732],0
15585,[0.47949642],0
15586,[0.30060727],0
15587,[0.26829548],0
15588,[0.23887879],0
15589,[0.4747267],0
15590,[0.39214885],0
15591,[0.41996889],0
15592,[0.38761582],0
15593,[0.34947988],0
15594,[0.48850358],0
15595,[0.46181232],0
15596,[0.31370475],0
15597,[0.39513863],0
15598,[0.36806487],0
15599,[0.39286292],0
15600,[0.3027926],0
15601,[0.37688182],0
15602,[0.68135005],0
15603,[0.39870023],0
15604,[0.49718932],0
15605,[0.49434643],0
15606,[0.48516978],0
15607,[0.36416256],0
15608,[0.40210657],0
15609,[0.45389012],0
15610,[0.47196247],0
15611,[0.42004559],0
15612,[0.45013188],0
15613,[0.33782853],0
15614,[0.36196002],0
15615,[0.36837652],0
15616,[0.43878886],0
15617,[0.35402915],0
15618,[0.2880799],0
15619,[0.28088515],0
15620,[0.47793114],0
15621,[0.61652686],0
15622,[0.37551732],0
15623,[0.31208964],0
15624,[0.40031012],0
15625,[0.39630148],0
15626,[0.26299117],0
15627,[0.40325271],0
15628,[0.29679682],0
15629,[0.35014687],0
15630,[0.40421548],0
15631,[0.47108327],0
15632,[0.43647097],0
15633,[0.43692394],0
15634,[0.31452911],0
15635,[0.45310862],0
15636,[0.31099925],0
15637,[0.27728924],0
15638,[0.33531356],0
15639,[0.44126987],0
15640,[0.27224702],0
15641,[0.47979492],0
15642,[0.26148873],0
15643,[0.43968594],0
15644,[0.53683924],0
15645,[0.35821978],0
15646,[0.1518846],0
15647,[0.27896796],0
15648,[0.26982744],0
15649,[0.17875211],0
15650,[0.19916816],0
15651,[0.22548042],0
15652,[0.14091811],0
15653,[0.39495228],0
15654,[0.20918551],0
15655,[0.14690306],0
15656,[0.28653853],0
15657,[0.33953376],0
15658,[0.1876081],0
15659,[0.32079102],0
15660,[0.27847983],0
15661,[0.571757],0
15662,[0.33387415],0
15663,[0.31439096],0
15664,[0.29335051],0
15665,[0.35232799],0
15666,[0.34379146],0
15667,[0.27544524],0
15668,[0.45459593],0
15669,[0.32065249],0
15670,[0.43779391],0
15671,[0.66368193],0
15672,[0.36497298],0
15673,[0.6898559],0
15674,[0.44928183],0
15675,[0.46537385],0
15676,[0.40459641],0
15677,[0.79979344],0
15678,[0.37377572],0
15679,[0.37611392],0
15680,[0.28253468],0
15681,[0.43968962],0
15682,[0.35359412],0
15683,[0.40631896],0
15684,[0.44324012],0
15685,[0.31582442],0
15686,[0.31587407],0
15687,[0.33693446],0
15688,[0.44047011],0
15689,[0.52886874],0
15690,[0.37790083],0
15691,[0.19830657],0
15692,[0.24933821],0
15693,[0.37931],0
15694,[0.366107],0
15695,[0.24229358],0
15696,[0.34249809],0
15697,[0.36587067],0
15698,[0.74631288],0
15699,[0.54777973],0
15700,[0.36957827],0
15701,[0.51371693],0
15702,[0.48098027],0
15703,[0.44779034],0
15704,[0.41117413],0
15705,[0.47478928],0
15706,[0.68435477],0
15707,[0.4783422],0
15708,[0.49805212],0
15709,[0.48860403],0
15710,[0.38011835],0
15711,[0.38016173],0
15712,[0.49298227],0
15713,[0.50526473],0
15714,[0.43858025],0
15715,[0.40625165],0
15716,[1.13973482],0
15717,[0.4594043],0
15718,[0.36782614],0
15719,[0.35240414],0
15720,[0.34914772],0
15721,[0.35338376],0
15722,[0.38238263],0
15723,[0.88171261],0
15724,[0.43720845],0
15725,[0.33242071],0
15726,[0.47815051],0
15727,[0.71604214],0
15728,[0.55023877],0
15729,[0.45109243],0
15730,[0.47245527],0
15731,[0.42759197],0
15732,[0.40812864],0
15733,[0.43425557],0
15734,[0.75334589],0
15735,[0.43970983],0
15736,[0.47940944],0
15737,[0.62573686],0
15738,[0.49133227],0
15739,[0.38596399],0
15740,[0.46448944],0
15741,[0.27977474],0
15742,[0.35972239],0
15743,[0.39836437],0
15744,[0.40465744],0
15745,[0.22145555],0
15746,[0.20756593],0
15747,[0.19061828],0
15748,[0.17719447],0
15749,[0.37393315],0
15750,[0.2793355],0
15751,[0.21556266],0
15752,[0.91533341],0
15753,[0.20410892],0
15754,[0.25490974],0
15755,[0.28279193],0
15756,[0.42440006],0
15757,[0.12647554],0
15758,[0.48010669],0
15759,[0.31196011],0
15760,[0.31654313],0
15761,[0.44281033],0
15762,[0.33412051],0
15763,[0.29358662],0
15764,[0.22969582],0
15765,[0.3275406],0
15766,[0.31741396],0
15767,[0.49527668],0
15768,[0.45448677],0
15769,[0.51583485],0
15770,[0.44611985],0
15771,[0.3895424],0
15772,[0.35144968],0
15773,[0.42573609],0
15774,[0.97616303],0
15775,[0.41895231],0
15776,[0.43596907],0
15777,[0.40644958],0
15778,[0.30635729],0
15779,[0.31799504],0
15780,[0.47720182],0
15781,[0.46497975],0
15782,[0.36639288],0
15783,[0.31086191],0
15784,[0.39354527],0
15785,[0.41373341],0
15786,[0.51705524],0
15787,[0.39092235],0
15788,[0.39459303],0
15789,[0.29265968],0
15790,[0.27288348],0
15791,[0.24808876],0
15792,[0.47083366],0
15793,[0.37360499],0
15794,[0.28406513],0
15795,[0.40564942],0
15796,[0.31054114],0
15797,[0.43964898],0
15798,[0.36373112],0
15799,[0.41098821],0
15800,[0.41056369],0
15801,[0.37943694],0
15802,[0.42019961],0
15803,[0.32865896],0
15804,[0.24426001],0
15805,[0.36527093],0
15806,[0.32503295],0
15807,[0.43801671],0
15808,[0.27255778],0
15809,[0.38694668],0
15810,[0.38202572],0
15811,[0.42110205],0
15812,[0.30364399],0
15813,[0.44483572],0
15814,[0.41207364],0
15815,[0.37878513],0
15816,[0.3891315],0
15817,[0.36305655],0
15818,[0.31822574],0
15819,[0.38059544],0
15820,[0.3870811],0
15821,[0.42560549],0
15822,[0.35340346],0
15823,[0.47579865],0
15824,[0.73099971],0
15825,[0.30775916],0
15826,[0.38941777],0
15827,[0.36324524],0
15828,[0.38516412],0
15829,[0.37480775],0
15830,[0.32634242],0
15831,[0.28202373],0
15832,[0.61726917],0
15833,[0.37338214],0
15834,[0.44343549],0
15835,[0.25799544],0
15836,[0.88264348],0
15837,[0.38170214],0
15838,[0.54656798],0
15839,[0.40285646],0
15840,[0.3454389],0
15841,[0.82294822],0
15842,[0.64539956],0
15843,[0.36535348],0
15844,[0.35092472],0
15845,[0.33879591],0
15846,[0.27360747],0
15847,[0.24751525],0
15848,[0.32049062],0
15849,[0.29265411],0
15850,[0.21594435],0
15851,[0.34481302],0
15852,[0.30345013],0
15853,[0.20978611],0
15854,[0.37017431],0
15855,[0.39708874],0
15856,[0.25160728],0
15857,[0.35690985],0
15858,[0.3076442],0
15859,[0.61822929],0
15860,[0.49219902],0
15861,[0.49220121],0
15862,[0.42194016],0
15863,[0.47660222],0
15864,[0.60815569],0
15865,[0.49088389],0
15866,[1.03073221],0
15867,[0.46420943],0
15868,[0.4663381],0
15869,[1.20221486],0
15870,[0.63273045],0
15871,[0.43353417],0
15872,[1.04807853],0
15873,[0.44357288],0
15874,[0.59314277],0
15875,[1.18175939],0
15876,[0.40330866],0
15877,[0.4972936],0
15878,[0.7987423],0
15879,[0.48886824],0
15880,[0.68995259],0
15881,[1.21180555],0
15882,[1.18720076],0
15883,[0.3736892],0
15884,[0.3500498],0
15885,[0.27543537],0
15886,[0.44163312],0
15887,[0.42197062],0
15888,[0.57821399],0
15889,[0.38021274],0
15890,[0.48760866],0
15891,[0.69008671],0
15892,[0.98139673],0
15893,[0.45114889],0
15894,[0.45477862],0
15895,[0.50209967],0
15896,[0.4549635],0
15897,[1.10412397],0
15898,[0.49296419],0
15899,[0.5425917],0
15900,[0.46657173],0
15901,[1.2637573],0
15902,[1.30426205],0
15903,[0.97184817],0
15904,[0.45203143],0
15905,[0.46222379],0
15906,[0.41816872],0
15907,[0.54190315],0
15908,[0.48712059],0
15909,[1.19197974],0
15910,[0.48645368],0
15911,[0.49372493],0
15912,[0.48507681],0
15913,[0.5848143],0
15914,[0.4286829],0
15915,[0.3862118],0
15916,[0.43030538],0
15917,[0.47540851],0
15918,[0.56087179],0
15919,[0.44095036],0
15920,[0.43308709],0
15921,[0.46845926],0
15922,[0.82492054],0
15923,[0.30730227],0
15924,[0.57532572],0
15925,[0.35528198],0
15926,[0.49065981],0
15927,[0.60924284],0
15928,[0.51512315],0
15929,[0.55861955],0
15930,[1.07025188],0
15931,[0.38380276],0
15932,[0.86555971],0
15933,[0.47994574],0
15934,[0.33994839],0
15935,[0.49580026],0
15936,[1.00003595],0
15937,[0.48535648],0
15938,[0.66114776],0
15939,[0.33384697],0
15940,[1.06867772],0
15941,[0.42963125],0
15942,[0.42469303],0
15943,[0.33072593],0
15944,[0.360303],0
15945,[0.31547276],0
15946,[0.28977235],0
15947,[0.28665799],0
15948,[0.34698729],0
15949,[0.30175343],0
15950,[0.36355057],0
15951,[0.29332598],0
15952,[0.25253541],0
15953,[0.32985938],0
15954,[0.38971588],0
15955,[0.18851919],0
15956,[0.35258427],0
15957,[0.33307665],0
15958,[0.73524461],0
15959,[0.41581894],0
15960,[0.53184951],0
15961,[0.38858615],0
15962,[0.48081721],0
15963,[0.47536392],0
15964,[0.37225246],0
15965,[0.47202848],0
15966,[0.41426813],0
15967,[0.40925644],0
15968,[0.53945115],0
15969,[0.3963222],0
15970,[0.45405287],0
15971,[0.91070639],0
15972,[0.44272889],0
15973,[0.93397904],0
15974,[0.64989205],0
15975,[0.39637554],0
15976,[0.40917038],0
15977,[0.43655737],0
15978,[0.44523971],0
15979,[0.38718258],0
15980,[0.94381927],0
15981,[0.51398054],0
15982,[0.34111897],0
15983,[0.30481292],0
15984,[0.31113461],0
15985,[0.44603931],0
15986,[0.43795823],0
15987,[0.4578373],0
15988,[0.3376872],0
15989,[0.40607521],0
15990,[0.47428518],0
15991,[1.05496615],0
15992,[0.43665207],0
15993,[0.37561026],0
15994,[0.44347079],0
15995,[0.44274663],0
15996,[0.94651173],0
15997,[0.41871036],0
15998,[0.45906523],0
15999,[0.82495687],0
16000,[0.49511399],0
16001,[0.69760246],0
16002,[0.67898397],0
16003,[0.45472625],0
16004,[0.58234926],0
16005,[0.45190254],0
16006,[0.73898728],0
16007,[0.40714911],0
16008,[0.41887948],0
16009,[0.4187832],0
16010,[0.47630268],0
16011,[0.38206926],0
16012,[0.41880604],0
16013,[0.42507487],0
16014,[0.53942666],0
16015,[0.44110395],0
16016,[0.45939352],0
16017,[0.67630684],0
16018,[0.48819677],0
16019,[0.47172337],0
16020,[0.41813575],0
16021,[0.44310249],0
16022,[0.37217684],0
16023,[0.46858702],0
16024,[0.42476737],0
16025,[0.44479807],0
16026,[0.84586897],0
16027,[0.78286476],0
16028,[0.48963269],0
16029,[0.77484373],0
16030,[0.44719739],0
16031,[0.45888035],0
16032,[0.45599812],0
16033,[0.4432241],0
16034,[0.43664615],0
16035,[0.49012739],0
16036,[0.36909079],0
16037,[0.45448574],0
16038,[0.48307484],0
16039,[1.17231247],0
16040,[0.34900097],0
16041,[0.44124338],0
16042,[0.54782439],0
16043,[0.56065514],0
16044,[0.40692735],0
16045,[0.34257609],0
16046,[0.49312065],0
16047,[0.37929335],0
16048,[0.36770567],0
16049,[0.32909841],0
16050,[0.43739768],0
16051,[0.40364433],0
16052,[0.41731754],0
16053,[0.39765281],0
16054,[0.28336153],0
16055,[0.46127704],0
16056,[0.40558979],0
16057,[0.45068691],0
16058,[0.4329467],0
16059,[0.50586004],0
16060,[0.46703545],0
16061,[0.47107421],0
16062,[0.62027649],0
16063,[0.50184549],0
16064,[0.61932455],0
16065,[0.74815907],0
16066,[0.43844075],0
16067,[0.48186059],0
16068,[0.63595123],0
16069,[0.38634443],0
16070,[0.74746848],0
16071,[0.45414359],0
16072,[0.70938571],0
16073,[0.61695617],0
16074,[0.25286088],0
16075,[0.47329106],0
16076,[0.46437105],0
16077,[0.42711708],0
16078,[0.50143401],0
16079,[0.60676654],0
16080,[0.60047443],0
16081,[0.34065953],0
16082,[0.26823162],0
16083,[0.20233437],0
16084,[0.41563899],0
16085,[0.3383959],0
16086,[0.34718185],0
16087,[0.4504231],0
16088,[0.63776009],0
16089,[1.09547295],0
16090,[0.86232204],0
16091,[0.48292217],0
16092,[0.28368588],0
16093,[0.44306632],0
16094,[0.39834095],0
16095,[0.98072098],0
16096,[0.26349014],0
16097,[0.44377192],0
16098,[1.0820827],0
16099,[0.41032673],0
16100,[0.48229148],0
16101,[0.74005622],0
16102,[0.30339538],0
16103,[0.37634577],0
16104,[0.42431736],0
16105,[0.4389782],0
16106,[0.45798072],0
16107,[0.48848207],0
16108,[0.30724112],0
16109,[0.36592011],0
16110,[0.41388575],0
16111,[0.49922733],0
16112,[0.35816567],0
16113,[0.25100014],0
16114,[0.28395421],0
16115,[0.47385231],0
16116,[0.54212053],0
16117,[0.36769451],0
16118,[0.29662787],0
16119,[0.30198076],0
16120,[0.45536492],0
16121,[0.21095861],0
16122,[0.39397829],0
16123,[0.25916243],0
16124,[0.37113607],0
16125,[0.44366812],0
16126,[0.42978628],0
16127,[0.43555935],0
16128,[0.58841375],0
16129,[0.26998509],0
16130,[0.43996689],0
16131,[0.30534048],0
16132,[0.23051118],0
16133,[0.29627104],0
16134,[0.50636778],0
16135,[0.36981504],0
16136,[0.40620646],0
16137,[0.32558865],0
16138,[0.7330006],0
16139,[0.4724175],0
16140,[0.30381706],0
16141,[0.34532922],0
16142,[0.42973766],0
16143,[0.24084893],0
16144,[0.31758556],0
16145,[0.32092755],0
16146,[0.35142333],0
16147,[0.25878411],0
16148,[0.26489622],0
16149,[0.33473779],0
16150,[0.26645448],0
16151,[0.34811054],0
16152,[0.36665248],0
16153,[0.35960465],0
16154,[0.2853326],0
16155,[0.26598766],0
16156,[0.47298584],0
16157,[0.51439103],0
16158,[0.83425195],0
16159,[0.77013861],0
16160,[0.48606553],0
16161,[1.02588597],0
16162,[0.49206913],0
16163,[0.4950219],0
16164,[0.4184958],0
16165,[0.44520661],0
16166,[0.65208776],0
16167,[0.44382223],0
16168,[0.35862618],0
16169,[0.6988049],0
16170,[0.37992181],0
16171,[0.65516775],0
16172,[0.5427644],0
16173,[0.3570796],0
16174,[0.60689879],0
16175,[0.76940781],0
16176,[0.42577969],0
16177,[0.45148488],0
16178,[1.46118755],0
16179,[1.02647713],0
16180,[0.38987456],0
16181,[0.36634032],0
16182,[0.24883729],0
16183,[0.38846886],0
16184,[0.38410687],0
16185,[0.48185685],0
16186,[0.40692672],0
16187,[0.48048719],0
16188,[0.44879263],0
16189,[0.64254835],0
16190,[0.45463154],0
16191,[0.42032543],0
16192,[0.40610329],0
16193,[0.34504759],0
16194,[0.88069951],0
16195,[0.36812231],0
16196,[0.33878997],0
16197,[1.19725907],0
16198,[0.40263293],0
16199,[0.4907623],0
16200,[0.97611873],0
16201,[0.43328021],0
16202,[0.44211319],0
16203,[0.35559929],0
16204,[0.48612989],0
16205,[0.40839114],0
16206,[1.04212746],0
16207,[0.43074427],0
16208,[0.47211223],0
16209,[0.47402877],0
16210,[0.45270123],0
16211,[0.31025584],0
16212,[0.37203198],0
16213,[0.34900721],0
16214,[0.63776013],0
16215,[0.73712411],0
16216,[0.46826388],0
16217,[0.39654165],0
16218,[0.48133312],0
16219,[0.59144158],0
16220,[0.27197209],0
16221,[0.49629316],0
16222,[0.31874291],0
16223,[0.48325953],0
16224,[0.62503469],0
16225,[0.77375905],0
16226,[0.55647283],0
16227,[0.63222105],0
16228,[0.33781783],0
16229,[0.48687929],0
16230,[0.39896042],0
16231,[0.27884655],0
16232,[0.37759602],0
16233,[0.8090207],0
16234,[0.39185824],0
16235,[0.46094091],0
16236,[0.32386292],0
16237,[0.75190558],0
16238,[0.89104868],0
16239,[0.43005132],0
16240,[0.29384476],0
16241,[0.30660311],0
16242,[0.32678769],0
16243,[0.29424877],0
16244,[0.35744049],0
16245,[0.32008253],0
16246,[0.26904136],0
16247,[0.33319347],0
16248,[0.28529212],0
16249,[0.25305995],0
16250,[0.34075763],0
16251,[0.35699567],0
16252,[0.25057549],0
16253,[0.32493648],0
16254,[0.32967134],0
16255,[0.50319883],0
16256,[0.35656994],0
16257,[0.4532745],0
16258,[0.38323071],0
16259,[0.47570265],0
16260,[0.47707068],0
16261,[0.41061707],0
16262,[0.63501601],0
16263,[0.40376732],0
16264,[0.44728847],0
16265,[0.66405566],0
16266,[0.42595822],0
16267,[0.48030356],0
16268,[0.51904015],0
16269,[0.3612584],0
16270,[0.69833352],0
16271,[0.7306807],0
16272,[0.32490152],0
16273,[0.42408717],0
16274,[0.44534238],0
16275,[0.43926169],0
16276,[0.47063693],0
16277,[0.45890921],0
16278,[0.49073376],0
16279,[0.38703757],0
16280,[0.36719945],0
16281,[0.24046686],0
16282,[0.4800367],0
16283,[0.57454907],0
16284,[0.44897092],0
16285,[0.35892209],0
16286,[0.43687425],0
16287,[0.47557442],0
16288,[0.64735174],0
16289,[0.40084581],0
16290,[0.33076535],0
16291,[0.73784851],0
16292,[0.42328111],0
16293,[0.68745181],0
16294,[0.57145132],0
16295,[0.35030964],0
