,scores,labels
1001,[[0.29626811]],0
1002,[[0.22283649]],0
1003,[[0.24597868]],0
1004,[[0.28347711]],0
1005,[[0.2625169]],0
1006,[[0.29284644]],0
1007,[[0.32478241]],0
1008,[[0.27493584]],0
1009,[[0.23112113]],0
1010,[[0.38271295]],0
1011,[[0.30940887]],0
1012,[[0.3252183]],0
1013,[[0.58429507]],0
1014,[[0.31141555]],0
1015,[[0.30661366]],0
1016,[[0.30259854]],0
1017,[[0.29573699]],0
1018,[[0.29087525]],0
1019,[[0.26544257]],0
1020,[[0.26247311]],0
1021,[[0.3080854]],0
1022,[[0.25524014]],0
1023,[[0.31289643]],0
1024,[[0.3719961]],0
1025,[[0.37097548]],0
1026,[[0.36252812]],0
1027,[[0.38440769]],1
1028,[[0.29066768]],1
1029,[[0.37727463]],0
1030,[[0.33810609]],0
1031,[[0.30417139]],0
1032,[[0.34757731]],0
1033,[[0.34919767]],0
1034,[[0.33164417]],0
1035,[[0.32589438]],0
1036,[[0.33776344]],0
1037,[[0.4093154]],0
1038,[[0.31906123]],0
1039,[[0.37848757]],0
1040,[[0.31679241]],0
1041,[[0.37163358]],0
1042,[[0.32258232]],0
1043,[[0.33420362]],0
1044,[[0.25292671]],0
1045,[[0.25229379]],0
1046,[[0.30236001]],0
1047,[[0.32602603]],0
1048,[[0.27221527]],0
1049,[[0.28115531]],0
1050,[[0.36268964]],0
1051,[[0.274627]],0
1052,[[0.36704741]],0
1053,[[0.33751353]],0
1054,[[0.40450635]],0
1055,[[0.29082067]],0
1056,[[0.34765925]],0
1057,[[0.35896503]],0
1058,[[0.31413882]],0
1059,[[0.31674639]],0
1060,[[0.31694841]],0
1061,[[0.31874511]],0
1062,[[0.297867]],0
1063,[[0.24078526]],0
1064,[[0.23024765]],0
1065,[[0.34869764]],0
1066,[[0.3148128]],0
1067,[[0.32390494]],0
1068,[[0.29562717]],0
